Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Titolare AIC;AIC;Codice Gruppo Equivalenza;X=in lista di trasparenza Aifa 15/10/2025 ;Solo in lista di Regione:;Metri cubi ossigeno 
Acido bempedoico;ACIDO BEMPEDOICO 180MG 28 UNITA' USO ORALE;NILEMDO*28 cpr rivestite 180 mg;111,74;GMM FARMA Srl;051564019;MKS;;;
Acido bempedoico;ACIDO BEMPEDOICO 180MG 28 UNITA' USO ORALE;NILEMDO*28 cpr rivestite 180 mg;111,74;FARMED Srl;051828010;MKS;;;
Acido bempedoico/ezetimibe;ACIDO BEMPEDOICO+EZETIMIBE 180MG+10MG 28 UNITA' USO ORALE;NUSTENDI*28 cpr rivestite 180 mg + 10 mg;126,47;DAIICHI SANKYO EUROPE GmbH;048668026;MKT;;;
Acido bempedoico/ezetimibe;ACIDO BEMPEDOICO+EZETIMIBE 180MG+10MG 28 UNITA' USO ORALE;NUSTENDI*28 cpr rivestite 180 mg + 10 mg;111,74;GMM FARMA Srl;051658019;MKT;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE;ACIDO CARGLUMICO*60 cpr dispers 200 mg flacone;4888,84;WAYMADE B.V.;045647031;BRP;X;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE;CARBAGLU*60 cpr dispers 200 mg;6267,76;RECORDATI RARE DISEASES SARL;035983028;BRP;X;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 60 UNITA' USO ORALE;UCEDANE*60 cpr dispers 200 mg;5014,20;EUROCEPT INTERNATIONAL B.V.;045485012;BRP;X;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 5 UNITA' USO ORALE;ACIDO CARGLUMICO*5 cpr dispers 200 mg flacone;407,41;WAYMADE B.V.;045647017;BRQ;X;;
Acido carglumico;ACIDO CARGLUMICO 200MG 5 UNITA' USO ORALE;CARBAGLU*5 cpr dispers 200 mg flacone;522,31;RECORDATI RARE DISEASES SARL;035983030;BRQ;X;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 15 UNITA' USO ORALE;ACIDO CARGLUMICO*15 cpr dispers 200 mg flacone;1222,21;WAYMADE B.V.;045647029;KKH;;;
Acido Carglumico;ACIDO CARGLUMICO 200MG 12 UNITA' USO ORALE;UCEDANE*12 cpr dispers 200 mg;977,73;EUROCEPT INTERNATIONAL B.V.;045485024;LCO;;;
Acido chenodesossicolico;ACIDO CHENODESOSSICOLICO 250MG 100 UNITA' USO ORALE;ACIDO CHENODESOSSICOLICO*100 cps 250 mg;23097,36;LEADIANT GmbH;045381011;KFQ;;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;CLASTEON*6 fiale EV 300 mg 10 ml;63,18;ABIOGEN PHARMA SpA;026372033;38A;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;CLODRON*6 fiale soluz infus 300 mg/10 ml;63,18;ABIOGEN PHARMA SpA;034721035;38A;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;CLODY*6 fiale EV 300 mg 10 ml;63,18;PROMEDICA Srl;034294037;38A;X;;
Acido clodronico;ACIDO CLODRONICO 300MG 6 UNITA' USO PARENTERALE;DIFOSFONAL*6 fiale infus 300 mg 10 ml;63,18;SPA (SOC.PRO.ANTIBIOTICI) SpA;026510038;38A;X;;
Acido clodronico;ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE;CLASTEON*10 cps 400 mg;26,17;ABIOGEN PHARMA SpA;026372058;38B;X;;
Acido clodronico;ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE;CLODRON*10 cps 400 mg;26,17;ABIOGEN PHARMA SpA;034721050;38B;X;;
Acido clodronico;ACIDO CLODRONICO 400MG 10 UNITA' USO ORALE;DIFOSFONAL*10 cps 400 mg;26,17;SPA (SOC.PRO.ANTIBIOTICI) SpA;026510053;38B;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 400 mcg;10,05;DOC GENERICI Srl;040274072;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 400 mcg;10,05;EG SpA;045545062;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;BALFOLIC*120 cpr 400 mcg;13,40;LABORATORI BALDACCI SpA;042186015;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;FERTIFOL*120 cpr 400 mcg;13,40;EFFIK ITALIA SpA;036346029;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 120 UNITA' USO ORALE;FOLIDEX*120 cpr 400 mcg;13,40;ITALFARMACO SpA;036345027;GSG;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 400 mcg;3,13;DOC GENERICI Srl;040274060;H7A;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 400 mcg;3,13;EG SpA;045545050;H7A;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;FERTIFOL*28 cpr 400 mcg;4,17;EFFIK ITALIA SpA;036346017;H7A;X;;
Acido folico;ACIDO FOLICO 400MCG 28 UNITA' USO ORALE;FOLIDEX*28 cpr 400 mcg;4,17;ITALFARMACO SpA;036345015;H7A;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;ACIDO FOLICO*20 cpr 5 mg;2,44;DOC GENERICI Srl;040274019;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;ACIDO FOLICO*20 cpr 5 mg;2,44;EG SpA;045545011;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;ACIDO FOLICO*20 cpr 5 mg;2,44;ARISTO PHARMA GMBH;048957017;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;FOLATEX*20 cpr 5 mg;2,44;S.F. GROUP Srl;045534017;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;FOLICOM*20 cpr 5 mg;2,44;MEDIC ITALIA Srl;042972012;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 20 UNITA' USO ORALE;FOLINA*20 cps molli 5 mg;3,25;TEOFARMA Srl;002309045;H7B;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 5 mg;3,41;DOC GENERICI Srl;040274033;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 5 mg;3,41;EG SpA;045545023;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;ACIDO FOLICO*28 cpr 5 mg;3,41;ARISTO PHARMA GMBH;048957029;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLATEX*28 cpr 5 mg;3,41;S.F. GROUP Srl;045534029;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLIFILL*28 cpr 5 mg;4,49;ITALFARMACO SpA;040627010;H7C;X;;
Acido folico;ACIDO FOLICO 5MG 28 UNITA' USO ORALE;FOLINA*28 cps molli 5 mg;4,49;TEOFARMA Srl;002309060;H7C;X;;
Acido folico;ACIDO FOLICO 15MG 5 UNITA' USO PARENTERALE;FOLINA*5 fiale IM 15 mg 2 ml;7,74;TEOFARMA Srl;002309033;H7D;;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;ACIDO FOLICO*60 cpr 5 mg;5,95;DOC GENERICI Srl;040274045;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;ACIDO FOLICO*60 cpr 5 mg;5,95;EG SpA;045545035;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;ACIDO FOLICO*60 cpr 5 mg;5,95;ARISTO PHARMA GMBH;048957043;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;FOLATEX*60 cpr 5 mg;5,95;S.F. GROUP Srl;045534031;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;FOLICOM*60 cpr 5 mg;6,95;MEDIC ITALIA Srl;042972024;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 60 UNITA' USO ORALE;FOLINA*60 cps molli 5 mg;6,95;TEOFARMA Srl;002309058;H7E;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;ACIDO FOLICO SF*120 cpr 5 mg;11,25;S.F. GROUP Srl;045533041;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 5 mg;9,74;DOC GENERICI Srl;040274058;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 5 mg;9,74;EG SpA;045545047;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;ACIDO FOLICO*120 cpr 5 mg;9,74;ARISTO PHARMA GMBH;048957068;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;FOLATEX*120 CPR 5 mg;9,74;S.F. GROUP Srl;045534043;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;FOLIFILL*120 cpr 5 mg;13,22;ITALFARMACO SpA;040627022;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;FOLINA*120 cps molli 5 mg;11,24;TEOFARMA Srl;002309072;JHI;X;;
Acido folico;ACIDO FOLICO 5MG 120 UNITA' USO ORALE;NOVACID*120 cpr 5 mg;11,25;S.F. GROUP Srl;045532049;JHI;X;;
Acido Micofenolico;MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE;ACIDO MICOFENOLICO*100 cpr gastrores 180 mg;83,48;ACCORD HEALTHCARE B.V.;043305034;F6C;X;;
Acido Micofenolico;MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE;CEPTAVA*100 cpr gastrores 180 mg;83,48;SANDOZ A/S;044778037;F6C;X;;
Acido Micofenolico;MICOFENOLATO SODICO 180MG 100 UNITA' USO ORALE;MYFORTIC*100 cpr gastrores 180 mg;157,49;NOVARTIS FARMA SpA;036511032;F6C;X;;
Acido Micofenolico;MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE;ACIDO MICOFENOLICO*50 cpr gastrores 360 mg;83,48;ACCORD HEALTHCARE B.V.;043305061;F6D;X;;
Acido Micofenolico;MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE;CEPTAVA*50 cpr gastrores 360 mg;83,48;SANDOZ A/S;044778064;F6D;X;;
Acido Micofenolico;MICOFENOLATO SODICO 360MG 50 UNITA' USO ORALE;MYFORTIC*50 cpr gastrores 360 mg;157,49;NOVARTIS FARMA SpA;036511069;F6D;X;;
Acido neridronico;ACIDO NERIDRONICO 25MG 4 UNITA' USO PARENTERALE;NERIXIA*4 fiale IM EV 25 mg 2 ml;57,43;ABIOGEN PHARMA SpA;035268034;MGY;;;
Acido neridronico;ACIDO NERIDRONICO 25MG 1 UNITA' USO PARENTERALE;NERIXIA*1 fiala IM EV 25 mg;14,65;ABIOGEN PHARMA SpA;035268010;S0A;;;
Acido tauroursodesossicolico;ACIDO TAUROURSODESOSSICOLICO 250MG 20 UNITA' USO ORALE;TAURO*20 cps 250 mg;11,64;TEOFARMA Srl;026772032;H8B;;;
Acido tauroursodesossicolico;ACIDO TAUROURSODESOSSICOLICO 250MG 20 UNITA' USO ORALE;TUDCABIL*20 cps 250 mg;10,16;BRUSCHETTINI Srl;026707036;H8B;;;
Acido tiaprofenico;ACIDO TIAPROFENICO 300MG 30 UNITA' USO ORALE;SURGAMYL*30 cpr 300 mg;8,07;SCHARPER SpA;025195025;H9A;;;
Acido tiaprofenico;ACIDO TIAPROFENICO 300MG 30 UNITA' USO ORALE;SURGAMYL*orale grat 30 bust 300 mg;8,07;SCHARPER SpA;025195052;H9A;;;
Acido tranexamico;ACIDO TRANEXAMICO 250MG 20 UNITA' USO ORALE;UGUROL*20 cpr 250 mg;3,72;VIATRIS ITALIA Srl;021458017;CAB;;;
Acido tranexamico;ACIDO TRANEXAMICO 250MG 30 UNITA' USO ORALE;TRANEX*30 cps 250 mg;4,93;MALESCI SpA IST.FARMACOBIOL.;022019018;CAC;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 30 UNITA' USO ORALE;TRANEX*30 cps 500 mg;8,84;MALESCI SpA IST.FARMACOBIOL.;022019020;CAD;;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE;ACIDO TRANEXAMICO*6 fiale EV 5 ml 100 mg/ml;4,28;EUGIA PHARMA (MALTA) LIMITED;044760039;CAE;X;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE;TRANEX*6 fiale EV 500 mg 5 ml;6,59;MALESCI SpA IST.FARMACOBIOL.;022019032;CAE;X;;
Acido tranexamico;ACIDO TRANEXAMICO 500MG 6 UNITA' USO PARENTERALE E ORALE;UGUROL*6 fiale EV orale locale 500 mg 5 ml;4,28;VIATRIS ITALIA Srl;021458031;CAE;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 300 mg;5,76;RATIOPHARM GMBH;033090010;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 300 mg;5,77;MYLAN SpA;033094020;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;5,76;AUROBINDO PHARMA ITALIA Srl;028366019;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;6,36;DOC GENERICI Srl;028931018;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 300 mg;5,77;EG SpA;033512031;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;DEURSIL*20 cps 300 mg;7,89;CHEPLAPHARM ARZNEIMITTEL GMBH;023605114;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;LITOFF*20 cpr div 300 mg;5,24;I.B.N. SAVIO Srl;028404010;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URDES*20 cpr 300 mg;5,77;S.F. GROUP Srl;026893040;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSILON*20 cps 300 mg;7,73;I.B.I.GIOVANNI LORENZINI SpA;024173080;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSOBIL*20 cpr 300 mg;6,39;ABC FARMACEUTICI SpA;024444123;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSOFLOR*20 cps 300 mg;5,99;SO.SE.PHARM Srl;026073027;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 300MG 20 UNITA' USO ORALE;URSOLISIN*20 cps 300 mg;6,52;AESCULAPIUS FARMACEUTICI Srl;025430101;01A;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato;8,98;RATIOPHARM GMBH;033090034;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 450 mg rilascio prolungato;8,97;EG SpA;033512017;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cps 450 mg rilascio modificato;8,97;DOC GENERICI Srl;028931032;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;DEURSIL*20 cps 450 mg rilascio prolungato;13,42;CHEPLAPHARM ARZNEIMITTEL GMBH;023605138;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;LITOFF RETARD*20 cpr 450 mg rilascio prolungato;8,16;I.B.N. SAVIO Srl;028404022;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URDES*20 cpr gastrores 450 mg;9,85;S.F. GROUP Srl;026893053;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URSILON RETARD*20 cps 450 mg rilascio prolungato;13,42;I.B.I.GIOVANNI LORENZINI SpA;024173054;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URSOBIL HT*20 cps 450 mg rilascio modificato;10,84;ABC FARMACEUTICI SpA;029038027;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 450MG 20 UNITA' USO ORALE;URSOFLOR*20 cpr 450 mg rilascio prolungato;9,28;SO.SE.PHARM Srl;026073039;01B;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;ACIDO URSODESOSSICOLICO*20 cpr 150 mg;4,43;MYLAN SpA;033094018;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;DEURSIL*20 cps 150 mg;5,31;CHEPLAPHARM ARZNEIMITTEL GMBH;023605076;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;LITURSOL*20 cpr 150 mg;4,86;EG SpA;024615078;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URDES*20 cpr 150 mg;4,43;S.F. GROUP Srl;026893038;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URSACOL*20 cpr 150 mg;4,43;ZAMBON ITALIA Srl;023630039;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URSOBIL*20 cps 150 mg;4,85;ABC FARMACEUTICI SpA;024444034;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 150MG 20 UNITA' USO ORALE;URSOLISIN*20 cps 150 mg;4,15;AESCULAPIUS FARMACEUTICI Srl;025430063;01C;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE;DEURSIL*20 cps 225 mg rilascio prolungato;9,48;CHEPLAPHARM ARZNEIMITTEL GMBH;023605153;01D;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE;URDES*20 cpr gastrores 225 mg;7,89;S.F. GROUP Srl;026893065;01D;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 225MG 20 UNITA' USO ORALE;URSILON RETARD*20 cps 225 mg rilascio prolungato;9,48;I.B.I.GIOVANNI LORENZINI SpA;024173066;01D;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 250MG 20 UNITA' USO ORALE;URSOBIL*20 cps 250 mg;9,12;ABC FARMACEUTICI SpA;024444059;01E;;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 250MG 30 UNITA' USO ORALE;DOZURSO*30 cpr rivestite 250 mg;11,83;LABORATOIRE MAYOLY SPINDLER;043689025;LBM;;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 500MG 30 UNITA' USO ORALE;COLENDO*30 cpr rivestite 500 mg;19,40;SPECIAL PRODUCT'S LINE SpA;049918016;LBN;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 500MG 30 UNITA' USO ORALE;DOZURSO*30 cpr rivestite 500 mg;19,40;LABORATOIRE MAYOLY SPINDLER;043689064;LBN;X;;
Acido ursodesossicolico;ACIDO URSODESOSSICOLICO 500MG 30 UNITA' USO ORALE;URSOFLOR*30 cpr rivestite 500 mg;19,40;SO.SE.PHARM Srl;026073041;LBN;X;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 1.000MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 1.000 mg rilascio modificato;20,85;SANOFI Srl;022483224;S2A;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 100MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 100 mg rilascio modificato;4,95;SANOFI Srl;022483147;S2B;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 250MG 30 UNITA' USO ORALE RM;DEPAKIN*orale grat 30 bust 250 mg rilascio modificato;5,96;SANOFI Srl;022483162;S2C;;;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 300 mg rilascio prolungato;5,04;RATIOPHARM GMBH;037839026;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 300 mg rilascio prolungato;5,04;EG SpA;038036087;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO*30 cpr 300 mg rilascio prolungato;5,04;SANDOZ SpA;036334011;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;SANOFI Srl;022483109;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;BB FARMA Srl;038485037;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;PROGRAMMI SANIT.INTEGRATI Srl;040965028;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;FARMA 1000 Srl;043250036;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,76;MEDIFARM Srl;043718055;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 300 mg rilascio prolungato;7,22;GMM FARMA Srl;045419013;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 300MG 30 UNITA' USO ORALE RP;SODIO VALPROATO*30 cpr 300 mg rilascio prolungato;5,04;AUROBINDO PHARMA ITALIA Srl;046716027;S2D;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 500 mg rilascio prolungato;8,17;RATIOPHARM GMBH;037839115;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO E SODIO VALPROATO*30 cpr 500 mg rilascio prolungato;8,17;EG SpA;038036240;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;ACIDO VALPROICO*30 cpr 500 mg rilascio prolungato;8,17;SANDOZ SpA;036334023;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;12,57;SANOFI Srl;022483111;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;11,69;FARMA 1000 Srl;043250075;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;12,57;MEDIFARM Srl;043718042;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;11,69;GMM FARMA Srl;045419025;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;11,69;GMM FARMA Srl;045419052;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato;11,69;PRICETAG SpA;045699028;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;BB FARMA Srl;038485025;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;11,69;BB FARMA Srl;038485049;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;11,69;PROGRAMMI SANIT.INTEGRATI Srl;040965030;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;11,69;PROGRAMMI SANIT.INTEGRATI Srl;040965055;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;12,57;FARMA 1000 Srl;043250024;S2F;;Toscana;
Acido valproico/sodio valproato;ACIDO VALPROICO+SODIO VALPROATO 500MG 30 UNITA' USO ORALE RP;DEPAKIN CHRONO*30 cpr 500 mg rilascio prolungato flacone;11,69;FARMA 1000 Srl;043250051;S2F;;Toscana;
